[Gene ID]	[source_id]	[Product Description]	[Input ID]	
Tb927.9.11600	Tb927.9.11600:mRNA	glycosomal membrane protein	Tb09.211.2740	
Tb927.9.11660	Tb927.9.11660:mRNA	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative	Tb09.211.2780	
Tb927.9.11720	Tb927.9.11720:mRNA	Iron-sulfur cluster assembly protein	Tb09.211.2830	
Tb927.9.11740	Tb927.9.11740:mRNA	cyclophilin type peptidyl-prolyl cis-trans isomerase, putative	Tb09.211.2850	
Tb927.9.11760	Tb927.9.11760.1:mRNA	DNA repair protein RAD2, putative	Tb09.211.2870	
Tb927.9.11760	Tb927.9.11760.2:mRNA	DNA repair protein RAD2, putative	Tb09.211.2870	
Tb927.9.11770	Tb927.9.11770:mRNA	Fusaric acid resistance protein-like, putative	Tb09.211.2880	
Tb927.9.11790	Tb927.9.11790:mRNA	membrane transporter protein, putative	Tb09.211.2900	
Tb927.9.11800	Tb927.9.11800:mRNA	MATE efflux family protein, putative	Tb09.211.2910	
Tb927.9.11810	Tb927.9.11810:mRNA	membrane transporter protein, putative	Tb09.211.2920	
Tb927.9.11820	Tb927.9.11820:mRNA	CRAL/TRIO domain containing protein, putative	Tb09.211.2940	
Tb927.9.11830	Tb927.9.11830:mRNA	hypothetical protein, conserved	Tb09.211.2950	
Tb927.9.11880	Tb927.9.11880:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb09.211.3000	
Tb927.9.11890	Tb927.9.11890:mRNA	hypothetical protein, conserved	Tb09.211.3010	
Tb927.9.11900	Tb927.9.11900:mRNA	acyl transferase-like protein	Tb09.211.3020	
Tb927.9.11940	Tb927.9.11940:mRNA	replication factor A protein 3, putative	Tb09.211.3050	
Tb927.9.11960	Tb927.9.11960:mRNA	hypothetical protein, conserved	Tb09.211.3070	
Tb927.9.11970	Tb927.9.11970:mRNA	hypothetical protein, conserved	Tb09.211.3080	
Tb927.9.12000	Tb927.9.12000:mRNA	LEM3 (ligand-effect modulator 3) family / CDC50 family, putative	Tb09.211.3110	
Tb927.9.12030	Tb927.9.12030.1:mRNA	hypothetical protein, conserved	Tb09.211.3120	
Tb927.9.12030	Tb927.9.12030.2:mRNA	hypothetical protein, conserved	Tb09.211.3120	
Tb927.9.12040	Tb927.9.12040:mRNA	cap-specific 2'-O-methyltransferase	Tb09.211.3130	
Tb927.9.12080	Tb927.9.12080:mRNA	hypothetical protein, conserved	Tb09.211.3150	
Tb927.9.12090	Tb927.9.12090:mRNA	Putative death-receptor fusion protein (DUF2428), putative	Tb09.211.3160	
Tb927.9.12110	Tb927.9.12110:mRNA	6-phosphogluconate dehydrogenase, decarboxylating	Tb09.211.3180	
Tb927.9.12140	Tb927.9.12140:mRNA	mitochondrial carrier protein	Tb09.211.3200	
Tb927.9.12150	Tb927.9.12150:mRNA	transport protein particle (TRAPP) subunit, putative	Tb09.211.3210	
Tb927.9.12160	Tb927.9.12160:mRNA	hypothetical protein, conserved	Tb09.211.3230	
Tb927.9.12170	Tb927.9.12170:mRNA	leucine-rich repeat protein (LRRP), putative	Tb09.211.3240	
Tb927.9.12200	Tb927.9.12200:mRNA	60S ribosomal subunit protein L31, putative	Tb09.211.3270	
Tb927.9.12280	Tb927.9.12280:mRNA	hypothetical protein, conserved	Tb09.211.3290	
Tb927.9.12300	Tb927.9.12300:mRNA	replication factor C, subunit 3, putative	Tb09.211.3310	
Tb927.9.12320	Tb927.9.12320:mRNA	cystathione gamma lyase, putative	Tb09.211.3330	
Tb927.9.12340	Tb927.9.12340:mRNA	hypothetical protein, conserved	Tb09.211.3350	
Tb927.9.12360	Tb927.9.12360:mRNA	RNA-binding protein, putative	Tb09.211.3370	
Tb927.9.12380	Tb927.9.12380:mRNA	Histidine phosphatase superfamily (branch 1), putative	Tb09.211.3390	
Tb927.9.12390	Tb927.9.12390:mRNA	hypothetical protein, conserved	Tb09.211.3400	
Tb927.9.12430	Tb927.9.12430:mRNA	riboflavin kinase, putative	Tb09.211.3420	
Tb927.9.12490	Tb927.9.12490:mRNA	hypothetical protein, conserved	Tb09.211.3490	
Tb927.9.12500	Tb927.9.12500:mRNA	Present in the outer mitochondrial membrane proteome 7	Tb09.211.3500	
Tb927.9.12510	Tb927.9.12510:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb09.211.3510	
Tb927.9.12530	Tb927.9.12530:mRNA	DnaJ domain containing protein, putative	Tb09.211.3530	
Tb927.9.12550	Tb927.9.12550:mRNA	glycerol kinase, glycosomal	Tb09.211.3540	
Tb927.9.12650	Tb927.9.12650:mRNA	ubiquitin-activating enzyme E1, putative	Tb09.211.3610	
Tb927.9.12670	Tb927.9.12670:mRNA	predicted zinc finger protein	Tb09.211.3620	
Tb927.9.12680	Tb927.9.12680:mRNA	hypothetical protein, conserved	Tb09.211.3630	
Tb927.9.12690	Tb927.9.12690:mRNA	prenyl protein specific carboxyl methyltransferase	Tb09.211.3640	
Tb927.9.12730	Tb927.9.12730:mRNA	chaperone protein DnaJ, putative	Tb09.211.3680	
Tb927.9.12750	Tb927.9.12750:mRNA	hypothetical protein, conserved	Tb09.211.3700	
Tb927.9.12780	Tb927.9.12780:mRNA	Leucine carboxyl methyltransferase/Cupin-like domain containing protein, putative	Tb09.211.3730	
Tb927.9.12810	Tb927.9.12810:mRNA	poly(ADP-ribose) glycohydrolase, putative	Tb09.211.3760	
Tb927.9.12820	Tb927.9.12820:mRNA	dynein light chain, putative	Tb09.211.3770	
Tb927.9.12850	Tb927.9.12850:mRNA	SpoU rRNA Methylase family, putative	Tb09.211.3800	
Tb927.9.12870	Tb927.9.12870:mRNA	trafficking protein particle complex subunit 1, putative	Tb09.211.3810	
Tb927.9.12900	Tb927.9.12900:mRNA	RNA polymerase-associated protein LEO1, putative	Tb09.211.3840	
Tb927.9.12930	Tb927.9.12930:mRNA	selenocysteine lyase	Tb09.211.3850	
Tb927.9.12960	Tb927.9.12960:mRNA	transporter, putative	Tb09.211.3870	
Tb927.9.12980	Tb927.9.12980:mRNA	Alpha/beta hydrolase family, putative	Tb09.211.3880	
Tb927.9.12990	Tb927.9.12990:mRNA	hypothetical protein, conserved	Tb09.211.3890	
Tb927.9.13010	Tb927.9.13010:mRNA	50S ribosome-binding GTPase, putative	Tb09.211.3900	
Tb927.9.13020	Tb927.9.13020:mRNA	Microtubule-associated protein Bicaudal-D, putative	Tb09.211.3910	
Tb927.9.13030	Tb927.9.13030:mRNA	QA-SNARE protein putative	Tb09.211.3920	
Tb927.9.13040	Tb927.9.13040.1:mRNA	hypothetical protein, conserved	Tb09.211.3930	
Tb927.9.13040	Tb927.9.13040.2:mRNA	hypothetical protein, conserved	Tb09.211.3930	
Tb927.9.13050	Tb927.9.13050:mRNA	hypothetical protein, conserved	Tb09.211.3940	
Tb927.9.13060	Tb927.9.13060:mRNA	btb/poz domain containing protein, putative	Tb09.211.3950	
Tb927.9.13120	Tb927.9.13120:mRNA	Present in the outer mitochondrial membrane proteome 8	Tb09.211.3990	
Tb927.9.13130	Tb927.9.13130:mRNA	hypothetical protein, conserved	Tb09.211.4000	
Tb927.9.13140	Tb927.9.13140:mRNA	hypothetical protein, conserved	Tb09.211.4010	
Tb927.9.13150	Tb927.9.13150:mRNA	TFIIF-stimulated CTD phosphatase, putative	Tb09.211.4020	
Tb927.9.13160	Tb927.9.13160:mRNA	hypothetical protein	Tb09.211.4030	
Tb927.9.13200	Tb927.9.13200:mRNA	hypothetical protein	Tb09.211.4070	
Tb927.9.13240	Tb927.9.13240:mRNA	hypothetical protein, conserved	Tb09.211.4100	
Tb927.9.13250	Tb927.9.13250:mRNA	NADPH--cytochrome P450 reductase, putative	Tb09.211.4110	
Tb927.9.13290	Tb927.9.13290:mRNA	hypothetical protein, conserved	Tb09.211.4130	
Tb927.9.13330	Tb927.9.13330:mRNA	hypothetical protein, conserved	Tb09.211.4180	
Tb927.9.13340	Tb927.9.13340:mRNA	Nop53 (60S ribosomal biogenesis), putative	Tb09.211.4190	
Tb927.9.13360	Tb927.9.13360:mRNA	ubiquitin-protein ligase, putative	Tb09.211.4210	
Tb927.9.13380	Tb927.9.13380:mRNA	Autophagy-related protein 24	Tb09.211.4240	
Tb927.9.1340	Tb927.9.1340:mRNA	Myosin-like protein 2	Tb09.160.0340	
Tb927.9.13440	Tb927.9.13440:mRNA	Flagellar Member 5	Tb09.211.4280	
Tb927.9.13470	Tb927.9.13470:mRNA	hypothetical protein, conserved	Tb09.211.4300	
Tb927.9.13480	Tb927.9.13480:mRNA	Eukaryotic protein of unknown function (DUF1764), putative	Tb09.211.4320	
Tb927.9.13490	Tb927.9.13490:mRNA	metallo-peptidase, Clan MG, Family M24	Tb09.211.4330	
Tb927.9.1350	Tb927.9.1350:mRNA	hypothetical protein, conserved	Tb09.160.0350	
Tb927.9.13510	Tb927.9.13510:mRNA	Poly(A)-specific ribonuclease PARN-3	Tb09.211.4350	
Tb927.9.13520	Tb927.9.13520:mRNA	Importin 1	Tb09.211.4360	
Tb927.9.13540	Tb927.9.13540:mRNA	hypothetical protein, conserved	Tb09.211.4380	
Tb927.9.13580	Tb927.9.13580:mRNA	hypothetical protein, conserved	Tb09.211.4400	
Tb927.9.1360	Tb927.9.1360:mRNA	hypothetical protein, conserved	Tb09.160.0360	
Tb927.9.13610	Tb927.9.13610:mRNA	helicase, putative	Tb09.211.4430	
Tb927.9.13620	Tb927.9.13620:mRNA	hypothetical protein, conserved	Tb09.211.4440	
Tb927.9.13630	Tb927.9.13630:mRNA	hypothetical protein, conserved	Tb09.211.4450	
Tb927.9.13650	Tb927.9.13650:mRNA	ADP-ribosylation factor, putative	Tb09.211.4460	
Tb927.9.13770	Tb927.9.13770:mRNA	proteasome complex subunit Rpn13 ubiquitin receptor, putative	Tb09.211.4500	
Tb927.9.13780	Tb927.9.13780:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb09.211.4510	
Tb927.9.1380	Tb927.9.1380:mRNA	hypothetical protein, conserved	Tb09.160.0370	
Tb927.9.13820	Tb927.9.13820:mRNA	kinetoplastid membrane protein 11-3	Tb09.211.4511	
Tb927.9.1390	Tb927.9.1390:mRNA	CSL zinc finger, putative	Tb09.160.0380	
Tb927.9.1400	Tb927.9.1400:mRNA	kynurenine 3-monooxygenase, putative	Tb09.160.0390	
Tb927.9.14000	Tb927.9.14000:mRNA	60S ribosomal protein L12, putative	Tb09.211.4550	
Tb927.9.14040	Tb927.9.14040:mRNA	short-chain dehydrogenase, putative	Tb09.211.4570	
Tb927.9.14070	Tb927.9.14070:mRNA	short-chain dehydrogenase, putative	Tb09.211.4600	
Tb927.9.14100	Tb927.9.14100:mRNA	hypothetical protein, conserved	Tb09.211.4630	
Tb927.9.14130	Tb927.9.14130:mRNA	hypothetical protein, conserved	Tb09.211.4680	
Tb927.9.14160	Tb927.9.14160:mRNA	rieske iron-sulfur protein, mitochondrial precursor	Tb09.211.4700	
Tb927.9.14170	Tb927.9.14170:mRNA	hypothetical protein, conserved	Tb09.211.4710	
Tb927.9.14180	Tb927.9.14180:mRNA	chaperone protein DnaJ, putative	Tb09.211.4720	
Tb927.9.14190	Tb927.9.14190:mRNA	hypothetical protein, conserved	Tb09.211.4730	
Tb927.9.1420	Tb927.9.1420:mRNA	hypothetical protein, conserved	Tb09.160.0410	
Tb927.9.14230	Tb927.9.14230:mRNA	hypothetical protein, conserved	Tb09.211.4770	
Tb927.9.14260	Tb927.9.14260:mRNA	hypothetical protein, conserved	Tb09.211.4800	
Tb927.9.14290	Tb927.9.14290:mRNA	Cytokinesis initiation factor 2	Tb09.211.4820	
Tb927.9.14300	Tb927.9.14300:mRNA	5-azacytidine-induced protein 1, putative	Tb09.211.4830	
Tb927.9.14330	Tb927.9.14330:mRNA	mismatch repair protein PMS1, putative	Tb09.211.4840	
Tb927.9.14370	Tb927.9.14370:mRNA	60S ribosomal protein L26, putative	Tb09.211.4850	
Tb927.9.1440	Tb927.9.1440:mRNA	Paraquat-inducible protein A, putative	Tb09.160.0430	
Tb927.9.14400	Tb927.9.14400:mRNA	leucine-rich repeat protein (LRRP), putative	Tb09.211.4860	
Tb927.9.14420	Tb927.9.14420:mRNA	Peptidyl-prolyl cis-trans isomerase C, mitochondrial, putative	Tb09.211.4880	
Tb927.9.14440	Tb927.9.14440:mRNA	hypothetical protein	Tb09.211.4900	
Tb927.9.14470	Tb927.9.14470:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb09.211.4910	
Tb927.9.14480	Tb927.9.14480:mRNA	dynein-associated protein, putative	Tb09.211.4920	
Tb927.9.14530	Tb927.9.14530:mRNA	Protein of unknown function (DUF1181), putative	Tb09.211.4950	
Tb927.9.14570	Tb927.9.14570:mRNA	leucine-rich repeat protein (LRRP), putative	Tb09.211.4980	
Tb927.9.14600	Tb927.9.14600:mRNA	iron/ascorbate oxidoreductase family protein, putative	Tb09.211.4990	
Tb927.9.14650	Tb927.9.14650:mRNA	SLACS retrotransposable element (part), putative (pseudogene)	Tb09.211.5010	
Tb927.9.14660	Tb927.9.14660:mRNA	SLACS reverse transcriptase, putative (pseudogene)	Tb09.211.5015	
Tb927.9.1470	Tb927.9.1470:mRNA	hypothetical protein, conserved	Tb09.160.0440	
Tb927.9.14940	Tb927.9.14940:mRNA	SLACS reverse transcriptase, putative	Tb09.244.2890	
Tb927.9.1500	Tb927.9.1500:mRNA	Serine/threonine-protein kinase NEK15, putative	Tb09.160.0450	
Tb927.9.15010	Tb927.9.15010:mRNA	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative	Tb09.244.2840	
Tb927.9.15020	Tb927.9.15020.1:mRNA	hypothetical protein, conserved	Tb09.244.2830	
Tb927.9.15020	Tb927.9.15020.2:mRNA	hypothetical protein, conserved	Tb09.244.2830	
Tb927.9.15030	Tb927.9.15030:mRNA	DNA polymerase epsilon subunit B, putative	Tb09.244.2820	
Tb927.9.15050	Tb927.9.15050:mRNA	nexin-dynein regulatory complex 4	Tb09.244.2800	
Tb927.9.15070	Tb927.9.15070:mRNA	hypothetical protein, conserved	Tb09.244.2780	
Tb927.9.15080	Tb927.9.15080:mRNA	hypothetical protein, conserved	Tb09.244.2770	
Tb927.9.15100	Tb927.9.15100:mRNA	hypothetical protein, conserved	Tb09.244.2750	
Tb927.9.15170	Tb927.9.15170:mRNA	60S ribosomal protein L5, putative	Tb09.244.2730	
Tb927.9.15190	Tb927.9.15190:mRNA	ribosomal protein L15, putative	Tb09.244.2720	
Tb927.9.1520	Tb927.9.1520:mRNA	hypothetical protein, conserved	Tb09.160.0465	
Tb927.9.15210	Tb927.9.15210:mRNA	ribosomal protein L36, putative	Tb09.244.2725	
Tb927.9.15240	Tb927.9.15240:mRNA	ATP11 protein, putative	Tb09.244.2700	
Tb927.9.15260	Tb927.9.15260:mRNA	ubx domain containing protein, putative	Tb09.244.2680	
Tb927.9.15270	Tb927.9.15270:mRNA	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative	Tb09.244.2670	
Tb927.9.15290	Tb927.9.15290:mRNA	CHAT domain containing protein, putative	Tb09.244.2660	
Tb927.9.1530	Tb927.9.1530:mRNA	hypothetical protein, conserved	Tb09.160.0470	
Tb927.9.15350	Tb927.9.15350:mRNA	hypothetical protein, conserved	Tb09.244.2640	
Tb927.9.15360	Tb927.9.15360:mRNA	40S ribosomal protein S6, putative	Tb09.244.2630	
Tb927.9.15400	Tb927.9.15400:mRNA	ankyrin-repeat protein, putative	Tb09.244.2600	
Tb927.9.15420	Tb927.9.15420:mRNA	60S ribosomal protein L32	Tb09.244.2590	
Tb927.9.15460	Tb927.9.15460:mRNA	calcium motive p-type ATPase, putative	Tb09.244.2570	
Tb927.9.15470	Tb927.9.15470:mRNA	kinesin, putative	Tb09.244.2560	
Tb927.9.15480	Tb927.9.15480:mRNA	hypothetical protein	Tb09.244.2550	
Tb927.9.1560	Tb927.9.1560:mRNA	DnaJ domain containing protein, putative	Tb09.160.0490	
Tb927.9.15640	Tb927.9.15640:mRNA	BARP protein	Tb09.244.2400	
Tb927.9.15650	Tb927.9.15650:mRNA	hypothetical protein	Tb09.244.2390	
Tb927.9.15820	Tb927.9.15820:mRNA	hypothetical protein, conserved	Tb09.244.2170	
Tb927.9.1590	Tb927.9.1590:mRNA	hypothetical protein, conserved	Tb09.160.0510	
Tb927.9.15950	Tb927.9.15950:mRNA	hypothetical protein	Tb09.244.2050	
Tb927.9.15980	Tb927.9.15980:mRNA	nucleoside transporter 1, putative	Tb09.244.2020	
Tb927.9.1600	Tb927.9.1600:mRNA	hypothetical protein, conserved	Tb09.160.0520	
Tb927.9.16060	Tb927.9.16060:mRNA	hypothetical protein	Tb09.244.1960	
Tb927.9.16070	Tb927.9.16070:mRNA	hypothetical protein	Tb09.244.1950	
Tb927.9.16190	Tb927.9.16190:mRNA	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	Tb09.244.1840	
Tb927.9.16410	Tb927.9.16410:mRNA	hypothetical protein	Tb09.244.1650	
Tb927.9.1650	Tb927.9.1650:mRNA	hypothetical protein, conserved	Tb09.160.0550	
Tb927.9.1660	Tb927.9.1660:mRNA	hypothetical protein, conserved	Tb09.160.0560	
Tb927.9.1680	Tb927.9.1680:mRNA	Lys-63-specific deubiquitinase BRCC36, putative	Tb09.160.0580	
Tb927.9.16950	Tb927.9.16950:mRNA	hypothetical protein	Tb09.v1.0900	
Tb927.9.1700	Tb927.9.1700:mRNA	btb/poz domain containing protein, putative	Tb09.160.0600	
Tb927.9.1710	Tb927.9.1710:mRNA	hypothetical protein, conserved	Tb09.160.0610	
Tb927.9.1720	Tb927.9.1720:mRNA	peroxisomal membrane protein 4, putative	Tb09.160.0620	
Tb927.9.1750	Tb927.9.1750:mRNA	Fibronectin type III domain containing protein, putative	Tb09.160.0650	
Tb927.9.17640	Tb927.9.17640:mRNA	hypothetical protein, conserved	Tb09.244.0440	
Tb927.9.1770	Tb927.9.1770:mRNA	Zn-finger in Ran binding protein and others/SPRY domain/HECT-domain (ubiquitin-transferase), putative	Tb09.160.0670	
Tb927.9.17730	Tb927.9.17730:mRNA	hypothetical protein	Tb09.244.0370	
Tb927.9.1780	Tb927.9.1780:mRNA	sec1 family transport protein, putative	Tb09.160.0680	
Tb927.9.1810	Tb927.9.1810:mRNA	60S ribosomal protein L35, putative	Tb09.160.0700	
Tb927.9.1910	Tb927.9.1910:mRNA	hypothetical protein, conserved	Tb09.160.0730	
Tb927.9.1940	Tb927.9.1940.1:mRNA	hypothetical protein, conserved	Tb09.160.0750	
Tb927.9.1940	Tb927.9.1940.2:mRNA	hypothetical protein, conserved	Tb09.160.0750	
Tb927.9.1950	Tb927.9.1950:mRNA	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative	Tb09.160.0760	
Tb927.9.1980	Tb927.9.1980:mRNA	hypothetical protein, conserved	Tb09.160.0790	
Tb927.9.2010	Tb927.9.2010:mRNA	kynureninase, putative	Tb09.160.0810	
Tb927.9.2020	Tb927.9.2020:mRNA	60S ribosomal protein L38, putative	Tb09.160.0815	
Tb927.9.2030	Tb927.9.2030:mRNA	Orc1-like protein	Tb09.160.0830	
Tb927.9.2050	Tb927.9.2050:mRNA	membrane protein YIP1, putative	Tb09.160.0840	
Tb927.9.2060	Tb927.9.2060:mRNA	ADP-ribosylation factor family, putative	Tb09.160.0850	
Tb927.9.2100	Tb927.9.2100:mRNA	hypothetical protein, conserved	Tb09.160.0890	
Tb927.9.2140	Tb927.9.2140:mRNA	calcium/calmodulin-dependent protein kinase, putative	Tb09.160.0930	
Tb927.9.2160	Tb927.9.2160:mRNA	hypothetical protein, conserved	Tb09.160.0950	
Tb927.9.2250	Tb927.9.2250:mRNA	hypothetical protein, conserved	Tb09.160.1000	
Tb927.9.2260	Tb927.9.2260:mRNA	PQ loop repeat, putative	Tb09.160.1010	
Tb927.9.2280	Tb927.9.2280:mRNA	hypothetical protein, conserved	Tb09.160.1030	
Tb927.9.2310	Tb927.9.2310:mRNA	hypothetical protein, conserved	Tb09.160.1060	
Tb927.9.2320	Tb927.9.2320:mRNA	methyltransferase domain containing protein, putative	Tb09.160.1070	
Tb927.9.2350	Tb927.9.2350:mRNA	calcium/calmodulin-dependent protein kinase, putative	Tb09.160.1090	
Tb927.9.2390	Tb927.9.2390:mRNA	hypothetical protein, conserved	Tb09.160.1100	
Tb927.9.2450	Tb927.9.2450:mRNA	electon transport protein SCO1/SCO2, putative	Tb09.160.1140	
Tb927.9.2470	Tb927.9.2470:mRNA	nucleolar protein	Tb09.160.1160	
Tb927.9.2490	Tb927.9.2490:mRNA	nucleolar protein	Tb09.160.1180	
Tb927.9.2520	Tb927.9.2520:mRNA	microtubule-associated protein	Tb09.160.1200	
Tb927.9.2550	Tb927.9.2550:mRNA	Domain of unknown function (DUF4457), putative	Tb09.160.1210	
Tb927.9.2560	Tb927.9.2560:mRNA	TLC domain containing protein, putative	Tb09.160.1220	
Tb927.9.2580	Tb927.9.2580:mRNA	deoxyhypusine hydroxylase, putative	Tb09.160.1240	
Tb927.9.2590	Tb927.9.2590:mRNA	hypothetical protein, conserved	Tb09.160.1250	
Tb927.9.2600	Tb927.9.2600:mRNA	hypothetical protein, conserved	Tb09.160.1260	
Tb927.9.2620	Tb927.9.2620:mRNA	Domain of unknown function (DUF4460), putative	Tb09.160.1280	
Tb927.9.2630	Tb927.9.2630:mRNA	hypothetical protein, conserved	Tb09.160.1290	
Tb927.9.2670	Tb927.9.2670:mRNA	Engulfment and cell motility domain-containing protein	Tb09.160.1330	
Tb927.9.2700	Tb927.9.2700:mRNA	hypothetical protein, conserved	Tb09.160.1370	
Tb927.9.2730	Tb927.9.2730:mRNA	hypothetical protein, conserved	Tb09.160.1400	
Tb927.9.2780	Tb927.9.2780:mRNA	hypothetical protein, conserved	Tb09.160.1470	
Tb927.9.2840	Tb927.9.2840:mRNA	hypothetical protein, conserved	Tb09.160.1520	
Tb927.9.2900	Tb927.9.2900:mRNA	U3 small nucleolar RNA-associated protein 10, putative	Tb09.160.1560	
Tb927.9.2910	Tb927.9.2910:mRNA	histone acetyltransferase subunit NuA4, putative	Tb09.160.1570	
Tb927.9.2940	Tb927.9.2940:mRNA	hypothetical protein, conserved	Tb09.160.1610	
Tb927.9.3000	Tb927.9.3000:mRNA	cytidine deaminase	Tb09.160.1680	
Tb927.9.3030	Tb927.9.3030:mRNA	hypothetical protein, conserved	Tb09.160.1710	
Tb927.9.3080	Tb927.9.3080:mRNA	hypothetical protein, conserved	Tb09.160.1740	
Tb927.9.3100	Tb927.9.3100:mRNA	hypothetical protein, conserved	Tb09.160.1760	
Tb927.9.3120	Tb927.9.3120:mRNA	STE/STE11 serine/threonine-protein kinase, putative	Tb09.160.1780	
Tb927.9.3130	Tb927.9.3130:mRNA	hypothetical protein, conserved	Tb09.160.1790	
Tb927.9.3280	Tb927.9.3280:mRNA	exopolyphosphatase	Tb09.160.1950	
Tb927.9.3290	Tb927.9.3290:mRNA	4F5 protein family, putative	Tb09.160.1980	
Tb927.9.3340	Tb927.9.3340:mRNA	hypothetical protein, conserved	Tb09.160.1990	
Tb927.9.3360	Tb927.9.3360:mRNA	N-acetyltransferase, putative	Tb09.160.2010	
Tb927.9.3370	Tb927.9.3370:mRNA	thioredoxin	Tb09.160.2020	
Tb927.9.3390	Tb927.9.3390:mRNA	Calmodulin-binding, putative	Tb09.160.2040	
Tb927.9.3410	Tb927.9.3410:mRNA	hypothetical protein, conserved	Tb09.160.2060	
Tb927.9.3440	Tb927.9.3440:mRNA	cyclophilin type peptidyl-prolyl cis-trans isomerase, putative	Tb09.160.2070	
Tb927.9.3460	Tb927.9.3460:mRNA	zinc finger protein family member, putative	Tb09.160.2090	
Tb927.9.3490	Tb927.9.3490:mRNA	hypothetical protein, conserved	Tb09.160.2130	
Tb927.9.3530	Tb927.9.3530:mRNA	U6 snRNA-associated Sm-like protein LSm6p	Tb09.160.2150	
Tb927.9.3540	Tb927.9.3540:mRNA	hypothetical protein, conserved	Tb09.160.2160	
Tb927.9.3550	Tb927.9.3550:mRNA	hypothetical protein, conserved	Tb09.160.2170	
Tb927.9.3560	Tb927.9.3560:mRNA	hypothetical protein, conserved	Tb09.160.2180	
Tb927.9.3580	Tb927.9.3580:mRNA	hypothetical protein, conserved	Tb09.160.2200	
Tb927.9.3590	Tb927.9.3590:mRNA	monothiol glutaredoxin, putative	Tb09.160.2210	
Tb927.9.3600	Tb927.9.3600:mRNA	Glycosyl transferase family 11, putative	Tb09.160.2220	
Tb927.9.3650	Tb927.9.3650:mRNA	Kinesin-13 1	Tb09.160.2260	
Tb927.9.3670	Tb927.9.3670:mRNA	Endonuclease/Exonuclease/phosphatase family, putative	Tb09.160.2280	
Tb927.9.3680	Tb927.9.3680:mRNA	hypothetical protein, conserved	Tb09.160.2290	
Tb927.9.3750	Tb927.9.3750:mRNA	hypothetical protein, conserved	Tb09.160.2350	
Tb927.9.3850	Tb927.9.3850:mRNA	Protein of unknown function (DUF788), putative	Tb09.160.2450	
Tb927.9.3880	Tb927.9.3880:mRNA	DNA polymerase beta thumb, putative	Tb09.160.2480	
Tb927.9.3920	Tb927.9.3920:mRNA	ribosomal protein S7, putative	Tb09.160.2490	
Tb927.9.3930	Tb927.9.3930:mRNA	hypothetical protein, conserved	Tb09.v1.0130	
Tb927.9.3970	Tb927.9.3970:mRNA	nicotinamidase, putative	Tb09.160.2540	
Tb927.9.4080	Tb927.9.4080:mRNA	Stumpy formation signalling pathway protein, putative	Tb09.160.2650	
Tb927.9.4190	Tb927.9.4190:mRNA	fatty acyl CoA syntetase 1	Tb09.160.2770	
Tb927.9.4210	Tb927.9.4210:mRNA	fatty acyl CoA synthetase 3	Tb09.160.2810	
Tb927.9.4230	Tb927.9.4230:mRNA	fatty acyl CoA synthetase 4	Tb09.160.2840	
Tb927.9.4250	Tb927.9.4250:mRNA	hypothetical protein, conserved	Tb09.160.2860	
Tb927.9.4300	Tb927.9.4300:mRNA	PRP3, putative	Tb09.160.2900	
Tb927.9.4310	Tb927.9.4310:mRNA	tricarboxylate carrier, putative	Tb09.160.2910	
Tb927.9.4350	Tb927.9.4350:mRNA	hypothetical protein, conserved	Tb09.160.2960	
Tb927.9.4420	Tb927.9.4420:mRNA	Beat-regulation protein	Tb09.160.3020	
Tb927.9.4440	Tb927.9.4440:mRNA	Mitochondrial editosome-associated protein KREPB9	Tb09.160.3050	
Tb927.9.4450	Tb927.9.4450:mRNA	hypothetical protein	Tb09.160.3060	
Tb927.9.4500	Tb927.9.4500:mRNA	heat shock protein, putative	Tb09.160.3090	
Tb927.9.4520	Tb927.9.4520:mRNA	Mitochondrial-processing peptidase subunit beta	Tb09.160.3110	
Tb927.9.4530	Tb927.9.4530:mRNA	hypothetical protein, conserved	Tb09.160.3120	
Tb927.9.4570	Tb927.9.4570:mRNA	hypothetical protein, conserved	Tb09.160.3160	
Tb927.9.4620	Tb927.9.4620:mRNA	NEDD8 activating enzyme subunit, putative	Tb09.160.3210	
Tb927.9.4630	Tb927.9.4630:mRNA	hypothetical protein, conserved	Tb09.160.3220	
