Gene ID	source_id	Product Description	Input ID	
Tb927.8.3790	Tb927.8.3790:mRNA	paraflagellar rod component, putative	Tb927.8.3790	
Tb927.8.3840	Tb927.8.3840:mRNA	hypothetical protein, conserved	Tb927.8.3840	
Tb927.8.3870	Tb927.8.3870:mRNA	Nucleolar protein 127	Tb927.8.3870	
Tb927.8.3950	Tb927.8.3950:mRNA	hypothetical protein, conserved	Tb927.8.3950	
Tb927.8.3970	Tb927.8.3970:mRNA	oxidoreductase, putative	Tb927.8.3970	
Tb927.8.4010	Tb927.8.4010:mRNA	Flagellum adhesion protein 1	Tb927.8.4010	
Tb927.8.4020	Tb927.8.4020:mRNA	Zinc finger CCCH domain-containing protein 24	Tb927.8.4020	
Tb927.8.4050	Tb927.8.4050:mRNA	FLA1-binding protein	Tb927.8.4050	
Tb927.8.4150	Tb927.8.4150:mRNA	rhomboid-like protein	Tb927.8.4150	
Tb927.8.4210	Tb927.8.4210:mRNA	basal body component, putative	Tb927.8.4210	
Tb927.8.4220	Tb927.8.4220:mRNA	hypothetical protein, conserved	Tb927.8.4220	
Tb927.8.4230	Tb927.8.4230:mRNA	hypothetical protein, conserved	Tb927.8.4230	
Tb927.8.4240	Tb927.8.4240:mRNA	hypothetical protein, conserved	Tb927.8.4240	
Tb927.8.4250	Tb927.8.4250:mRNA	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative	Tb927.8.4250	
Tb927.8.4280	Tb927.8.4280:mRNA	nuclear transport factor 2, putative	Tb927.8.4280	
Tb927.8.4290	Tb927.8.4290:mRNA	Ribosome biogenesis protein Nop16, putative	Tb927.8.4290	
Tb927.8.4320	Tb927.8.4320:mRNA	hypothetical protein, conserved	Tb927.8.4320	
Tb927.8.4330	Tb927.8.4330:mRNA	small GTP-binding protein Rab11	Tb927.8.4330	
Tb927.8.4370	Tb927.8.4370:mRNA	hypothetical protein, conserved	Tb927.8.4370	
Tb927.8.4380	Tb927.8.4380:mRNA	Archaic translocase of outer membrane 12 kDa subunit	Tb927.8.4380	
Tb927.8.4390	Tb927.8.4390:mRNA	translation initiation factor eIF-2B subunit beta, putative	Tb927.8.4390	
Tb927.8.4400	Tb927.8.4400:mRNA	Outer dynein arm docking complex protein 1, putative	Tb927.8.4400	
Tb927.8.4450	Tb927.8.4450:mRNA	RNA-binding protein, putative	Tb927.8.4450	
Tb927.8.4460	Tb927.8.4460:mRNA	Domain of Unknown Function (DUF1042), putative	Tb927.8.4460	
Tb927.8.4480	Tb927.8.4480:mRNA	hypothetical protein, conserved	Tb927.8.4480	
Tb927.8.4500	Tb927.8.4500:mRNA	Eukaryotic translation initiation factor 4 gamma 5	Tb927.8.4500	
Tb927.8.4530	Tb927.8.4530:mRNA	hypothetical protein, conserved	Tb927.8.4530	
Tb927.8.4540	Tb927.8.4540:mRNA	PAB1-binding protein , putative	Tb927.8.4540	
Tb927.8.4560	Tb927.8.4560:mRNA	hypothetical protein, conserved	Tb927.8.4560	
Tb927.8.4580	Tb927.8.4580:mRNA	Basal body protein	Tb927.8.4580	
Tb927.8.4610	Tb927.8.4610:mRNA	Ras-related protein RabX1	Tb927.8.4610	
Tb927.8.4630	Tb927.8.4630:mRNA	hypothetical protein, conserved	Tb927.8.4630	
Tb927.8.4640	Tb927.8.4640:mRNA	Component of motile flagella 19	Tb927.8.4640	
Tb927.8.4650	Tb927.8.4650:mRNA	hypothetical protein, conserved	Tb927.8.4650	
Tb927.8.4660	Tb927.8.4660:mRNA	hypothetical protein, conserved	Tb927.8.4660	
Tb927.8.4770	Tb927.8.4770:mRNA	small GTP-binding protein Rab18	Tb927.8.4770	
Tb927.8.4780	Tb927.8.4780:mRNA	Flagellar Member 3	Tb927.8.4780	
Tb927.8.4810	Tb927.8.4810:mRNA	prohibitin 1	Tb927.8.4810	
Tb927.8.4820	Tb927.8.4820:mRNA	eukaryotic translation initiation factor 4 gamma 3	Tb927.8.4820	
Tb927.8.4870	Tb927.8.4870:mRNA	Component of motile flagella 6	Tb927.8.4870	
Tb927.8.4890	Tb927.8.4890:mRNA	pol-associated gene 1	Tb927.8.4890	
Tb927.8.4910	Tb927.8.4910:mRNA	hypothetical protein, conserved	Tb927.8.4910	
Tb927.8.4920	Tb927.8.4920:mRNA	hypothetical protein, conserved	Tb927.8.4920	
Tb927.8.4930	Tb927.8.4930:mRNA	hypothetical protein, conserved	Tb927.8.4930	
Tb927.8.4940	Tb927.8.4940:mRNA	hypothetical protein, conserved	Tb927.8.4940	
Tb927.8.4950	Tb927.8.4950:mRNA	Kinesin Localized to the Ingressing Furrow	Tb927.8.4950	
Tb927.8.4970	Tb927.8.4970:mRNA	Paraflagellar rod protein 2-1	Tb927.8.4970	
Tb927.8.5020	Tb927.8.5020:mRNA	hypothetical protein, conserved	Tb927.8.5020	
Tb927.8.5030	Tb927.8.5030:mRNA	transport protein particle (TRAPP) component, Bet3, putative	Tb927.8.5030	
Tb927.8.5040	Tb927.8.5040:mRNA	EMG1/NEP1 methyltransferase, putative	Tb927.8.5040	
Tb927.8.5060	Tb927.8.5060:mRNA	ADP-ribosylation factor-like protein 6	Tb927.8.5060	
Tb927.8.5070	Tb927.8.5070:mRNA	hypothetical protein, conserved	Tb927.8.5070	
Tb927.8.5090	Tb927.8.5090:mRNA	DNA-directed RNA polymerase I largest subunit	Tb927.8.5090	
Tb927.8.5100	Tb927.8.5100:mRNA	hypothetical protein, conserved	Tb927.8.5100	
Tb927.8.5120	Tb927.8.5120:mRNA	cytochrome c	Tb927.8.5120	
Tb927.8.5170	Tb927.8.5170:mRNA	hypothetical protein, conserved	Tb927.8.5170	
Tb927.8.5180	Tb927.8.5180:mRNA	U6 snRNA-associated sm-like protein Lsm2	Tb927.8.5180	
Tb927.8.5200	Tb927.8.5200:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb927.8.5200	
Tb927.8.5230	Tb927.8.5230:mRNA	peptidyl-prolyl cis-trans isomerase, putative	Tb927.8.5230	
Tb927.8.5250	Tb927.8.5250:mRNA	delta-coat protein, putative	Tb927.8.5250	
Tb927.8.5260	Tb927.8.5260:mRNA	60S ribosomal protein L39, putative	Tb927.8.5260	
Tb927.8.5290	Tb927.8.5290:mRNA	WW domain containing protein, putative	Tb927.8.5290	
Tb927.8.5300	Tb927.8.5300:mRNA	hypothetical protein, conserved	Tb927.8.5300	
Tb927.8.5370	Tb927.8.5370:mRNA	hypothetical protein, conserved	Tb927.8.5370	
Tb927.8.5380	Tb927.8.5380:mRNA	ubiquitin fold modifier protein, putative	Tb927.8.5380	
Tb927.8.5390	Tb927.8.5390:mRNA	cdc2-related protein kinase 4, putative	Tb927.8.5390	
Tb927.8.5410	Tb927.8.5410:mRNA	hypothetical protein, conserved	Tb927.8.5410	
Tb927.8.5420	Tb927.8.5420:mRNA	methyltransferase domain containing protein, putative	Tb927.8.5420	
Tb927.8.5460	Tb927.8.5460:mRNA	Flagellar calcium-binding 44 kDa protein	Tb927.8.5460	
Tb927.8.5490	Tb927.8.5490:mRNA	Nucleolar protein,Nop52, putative	Tb927.8.5490	
Tb927.8.5510	Tb927.8.5510:mRNA	apurinic/apyrimidinic endonuclease, putative	Tb927.8.5510	
Tb927.8.5520	Tb927.8.5520:mRNA	hypothetical protein, conserved	Tb927.8.5520	
Tb927.8.5540	Tb927.8.5540:mRNA	Iron-sulfur assembly protein 1	Tb927.8.5540	
Tb927.8.5560	Tb927.8.5560:mRNA	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative	Tb927.8.5560	
Tb927.8.5580	Tb927.8.5580:mRNA	N-terminal region of Chorein, a TM vesicle-mediated sorter/Integral peroxisomal membrane peroxin, putative	Tb927.8.5580	
Tb927.8.560	Tb927.8.560:mRNA	hypothetical protein, conserved	Tb927.8.560	
Tb927.8.5600	Tb927.8.5600:mRNA	transaldolase, putative	Tb927.8.5600	
Tb927.8.5630	Tb927.8.5630:mRNA	dihydroorotase, putative	Tb927.8.5630	
Tb927.8.5640	Tb927.8.5640:mRNA	putative succinate dehydrogenase subunit	Tb927.8.5640	
Tb927.8.5660	Tb927.8.5660:mRNA	hypothetical protein, conserved	Tb927.8.5660	
Tb927.8.570	Tb927.8.570:mRNA	proteasome regulatory non-ATP-ase subunit 10	Tb927.8.570	
Tb927.8.5710	Tb927.8.5710:mRNA	recombination initiation protein NBS1, putative	Tb927.8.5710	
Tb927.8.5760	Tb927.8.5760:mRNA	Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative	Tb927.8.5760	
Tb927.8.5770	Tb927.8.5770:mRNA	Elongator-like Protein 3a	Tb927.8.5770	
Tb927.8.5780	Tb927.8.5780:mRNA	phosphatase of regenerating liver-type phosphatase, putative	Tb927.8.5780	
Tb927.8.5830	Tb927.8.5830:mRNA	SMP-30/Gluconolaconase/LRE-like region, putative	Tb927.8.5830	
Tb927.8.5840	Tb927.8.5840:mRNA	hypothetical protein, conserved	Tb927.8.5840	
Tb927.8.5860	Tb927.8.5860:mRNA	mitochondrial ribosomal protein L17	Tb927.8.5860	
Tb927.8.5880	Tb927.8.5880:mRNA	eukaryotic translation initiation factor 1A, putative	Tb927.8.5880	
Tb927.8.590	Tb927.8.590:mRNA	carnitine O-palmitoyltransferase, putative	Tb927.8.590	
Tb927.8.5900	Tb927.8.5900:mRNA	Sedlin, N-terminal conserved region, putative	Tb927.8.5900	
Tb927.8.5940	Tb927.8.5940:mRNA	hypothetical protein, conserved	Tb927.8.5940	
Tb927.8.5950	Tb927.8.5950:mRNA	mitogen-activated protein kinase kinase 4, putative	Tb927.8.5950	
Tb927.8.5970	Tb927.8.5970:mRNA	Cullin 5, putative	Tb927.8.5970	
Tb927.8.5990	Tb927.8.5990:mRNA	NLE (NUC135) domain/WD domain, G-beta repeat, putative	Tb927.8.5990	
Tb927.8.6000	Tb927.8.6000:mRNA	fatty acid desaturase, putative	Tb927.8.6000	
Tb927.8.6010	Tb927.8.6010:mRNA	Heme Response-1 protein, putative	Tb927.8.6010	
Tb927.8.6050	Tb927.8.6050:mRNA	hypothetical protein, conserved	Tb927.8.6050	
Tb927.8.6060	Tb927.8.6060:mRNA	2-amino-3-ketobutyrate coenzyme A ligase	Tb927.8.6060	
Tb927.8.6070	Tb927.8.6070:mRNA	Trypanosome basal body component protein	Tb927.8.6070	
Tb927.8.6080	Tb927.8.6080:mRNA	Glycerophosphoryl diester phosphodiesterase family, putative	Tb927.8.6080	
Tb927.8.610	Tb927.8.610:mRNA	hypothetical protein, conserved	Tb927.8.610	
Tb927.8.6110	Tb927.8.6110:mRNA	3-hydroxy-3-methylglutaryl-CoA synthase, putative	Tb927.8.6110	
Tb927.8.6150	Tb927.8.6150:mRNA	40S ribosomal protein S8, putative	Tb927.8.6150	
Tb927.8.6230	Tb927.8.6230:mRNA	hypothetical protein, conserved	Tb927.8.6230	
Tb927.8.6240	Tb927.8.6240:mRNA	STOP axonemal protein	Tb927.8.6240	
Tb927.8.6250	Tb927.8.6250:mRNA	Nucleoporin NUP76	Tb927.8.6250	
Tb927.8.6270	Tb927.8.6270:mRNA	hypothetical protein, conserved	Tb927.8.6270	
Tb927.8.6330	Tb927.8.6330:mRNA	WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative	Tb927.8.6330	
Tb927.8.6370	Tb927.8.6370:mRNA	Flagellar pocket collar protein 4	Tb927.8.6370	
Tb927.8.6390	Tb927.8.6390:mRNA	lysophospholipase, putative	Tb927.8.6390	
Tb927.8.640	Tb927.8.640:mRNA	Dpy-30 motif containing protein, putative	Tb927.8.640	
Tb927.8.6410	Tb927.8.6410:mRNA	beta-ketoacyl-ACP reductase 3, putative	Tb927.8.6410	
Tb927.8.6450	Tb927.8.6450:mRNA	inhibitor of cysteine peptidase	Tb927.8.6450	
Tb927.8.6460	Tb927.8.6460:mRNA	kinase binding protein CGI-121, putative	Tb927.8.6460	
Tb927.8.6480	Tb927.8.6480:mRNA	folate-binding protein YgfZ, putative	Tb927.8.6480	
Tb927.8.650	Tb927.8.650:mRNA	cation-transporting ATPase, putative	Tb927.8.650	
Tb927.8.6510	Tb927.8.6510:mRNA	ubiquitin-protein ligase, putative	Tb927.8.6510	
Tb927.8.6580	Tb927.8.6580:mRNA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	Tb927.8.6580	
Tb927.8.6620	Tb927.8.6620:mRNA	hypothetical protein, conserved	Tb927.8.6620	
Tb927.8.6640	Tb927.8.6640:mRNA	Male sterility protein, putative	Tb927.8.6640	
Tb927.8.6650	Tb927.8.6650:mRNA	RNA-binding protein, putative	Tb927.8.6650	
Tb927.8.6660	Tb927.8.6660:mRNA	paraflagellar rod component, putative	Tb927.8.6660	
Tb927.8.6670	Tb927.8.6670:mRNA	hypothetical protein, conserved	Tb927.8.6670	
Tb927.8.6680	Tb927.8.6680:mRNA	clathrin assembly sigma-adaptin protein 3, putative	Tb927.8.6680	
Tb927.8.6750	Tb927.8.6750:mRNA	translationally controlled tumor protein (TCTP), putative	Tb927.8.6750	
Tb927.8.6760	Tb927.8.6760:mRNA	translationally-controlled tumor protein homolog, putative	Tb927.8.6760	
Tb927.8.6770	Tb927.8.6770:mRNA	WD domain, G-beta repeat, putative	Tb927.8.6770	
Tb927.8.6780	Tb927.8.6780:mRNA	hypothetical protein, conserved	Tb927.8.6780	
Tb927.8.680	Tb927.8.680:mRNA	KREPA5	Tb927.8.680	
Tb927.8.6810	Tb927.8.6810:mRNA	STE/STE11 serine/threonine-protein kinase, putative	Tb927.8.6810	
Tb927.8.6820	Tb927.8.6820:mRNA	hypothetical protein, conserved	Tb927.8.6820	
Tb927.8.6850	Tb927.8.6850:mRNA	Zinc finger, C3HC4 type (RING finger)/EF-hand domain pair, putative	Tb927.8.6850	
Tb927.8.6860	Tb927.8.6860:mRNA	High-temperature-induced dauer-formation protein, putative	Tb927.8.6860	
Tb927.8.6870	Tb927.8.6870:mRNA	hypothetical protein, conserved	Tb927.8.6870	
Tb927.8.6890	Tb927.8.6890:mRNA	putative succinate dehydrogenase subunit	Tb927.8.6890	
Tb927.8.690	Tb927.8.690:mRNA	peptidyl-prolyl cis-trans isomerase/rotamase, putative	Tb927.8.690	
Tb927.8.6900	Tb927.8.6900:mRNA	transport protein particle (TRAPP) component, putative	Tb927.8.6900	
Tb927.8.6910	Tb927.8.6910:mRNA	cyclophilin, putative	Tb927.8.6910	
Tb927.8.6920	Tb927.8.6920:mRNA	hypothetical protein, conserved	Tb927.8.6920	
Tb927.8.6930	Tb927.8.6930:mRNA	serine/threonine-protein kinase NRKB, putative	Tb927.8.6930	
Tb927.8.6950	Tb927.8.6950:mRNA	roadblock/LC7 family member	Tb927.8.6950	
Tb927.8.6960	Tb927.8.6960:mRNA	NADH-ubiquinone oxidoreductase complex I subunit, putative	Tb927.8.6960	
Tb927.8.6970	Tb927.8.6970:mRNA	3-methylcrotonyl-CoA carboxylase alpha subunit, putative	Tb927.8.6970	
Tb927.8.6980	Tb927.8.6980:mRNA	Flagellum attachment zone protein 14	Tb927.8.6980	
Tb927.8.6990	Tb927.8.6990:mRNA	hypothetical protein, conserved	Tb927.8.6990	
Tb927.8.7020	Tb927.8.7020:mRNA	peptidase, putative	Tb927.8.7020	
Tb927.8.7030	Tb927.8.7030:mRNA	hypothetical protein, conserved	Tb927.8.7030	
Tb927.8.7040	Tb927.8.7040:mRNA	hypothetical protein, conserved	Tb927.8.7040	
Tb927.8.7100	Tb927.8.7100:mRNA	acetyl-CoA carboxylase	Tb927.8.7100	
Tb927.8.7120	Tb927.8.7120:mRNA	squalene synthase, putative	Tb927.8.7120	
Tb927.8.7170	Tb927.8.7170:mRNA	inositol polyphosphate 1-phosphatase, putative	Tb927.8.7170	
Tb927.8.7190	Tb927.8.7190:mRNA	hypothetical protein	Tb927.8.7190	
Tb927.8.7240	Tb927.8.7240:mRNA	hypothetical protein, conserved	Tb927.8.7240	
Tb927.8.7260	Tb927.8.7260:mRNA	kinetoplast-associated protein, putative	Tb927.8.7260	
Tb927.8.7290	Tb927.8.7290:mRNA	Regulator of chromosome condensation (RCC1) repeat, putative	Tb927.8.7290	
Tb927.8.730	Tb927.8.730:mRNA	nucleolar RNA-binding protein, putative	Tb927.8.730	
Tb927.8.7340	Tb927.8.7340:mRNA	trans-sialidase, putative	Tb927.8.7340	
Tb927.8.7350	Tb927.8.7350:mRNA	trans-sialidase, putative	Tb927.8.7350	
Tb927.8.7380	Tb927.8.7380:mRNA	dihydrolipoamide dehydrogenase, point mutation	Tb927.8.7380	
Tb927.8.7390	Tb927.8.7390:mRNA	protein phosphatase 1	Tb927.8.7390	
Tb927.8.7410	Tb927.8.7410:mRNA	calreticulin, putative	Tb927.8.7410	
Tb927.8.7480	Tb927.8.7480:mRNA	hypothetical protein, conserved	Tb927.8.7480	
Tb927.8.7490	Tb927.8.7490:mRNA	symplekin	Tb927.8.7490	
Tb927.8.750	Tb927.8.750:mRNA	nucleolar RNA-binding protein, putative	Tb927.8.750	
Tb927.8.7520	Tb927.8.7520:mRNA	aminopeptidase, putative	Tb927.8.7520	
Tb927.8.7530	Tb927.8.7530:mRNA	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative	Tb927.8.7530	
Tb927.8.760	Tb927.8.760:mRNA	nucleolar RNA-binding protein	Tb927.8.760	
Tb927.8.7600	Tb927.8.7600:mRNA	amino acid transporter, putative	Tb927.8.7600	
Tb927.8.7610	Tb927.8.7610:mRNA	amino acid transporter 1, putative	Tb927.8.7610	
Tb927.8.7670	Tb927.8.7670:mRNA	amino acid transporter, putative	Tb927.8.7670	
Tb927.8.7700	Tb927.8.7700:mRNA	amino acid transporter, putative	Tb927.8.7700	
Tb927.8.7730	Tb927.8.7730:mRNA	Sphingosine N-acyltransferase, putative	Tb927.8.7730	
Tb927.8.7790	Tb927.8.7790:mRNA	zinc finger domain, LSD1 subclass, putative	Tb927.8.7790	
Tb927.8.7850	Tb927.8.7850:mRNA	hypothetical protein, conserved	Tb927.8.7850	
Tb927.8.7950	Tb927.8.7950:mRNA	Flagellar Member 4	Tb927.8.7950	
Tb927.8.7990	Tb927.8.7990:mRNA	Thioredoxin-like/Protein of unknown function (DUF3638)/Protein of unknown function (DUF3645), putative	Tb927.8.7990	
Tb927.8.800	Tb927.8.800:mRNA	Domain of unknown function (DUF3437), putative	Tb927.8.800	
Tb927.8.8020	Tb927.8.8020:mRNA	monoglyceride lipase, putative	Tb927.8.8020	
Tb927.8.8040	Tb927.8.8040:mRNA	kinetoplastid-specific phospho-protein phosphatase, putative	Tb927.8.8040	
Tb927.8.8050	Tb927.8.8050:mRNA	Nucleoporin NUP75	Tb927.8.8050	
Tb927.8.810	Tb927.8.810:mRNA	radial spoke protein RSP9, putative	Tb927.8.810	
Tb927.8.8120	Tb927.8.8120:mRNA	hypothetical protein, conserved	Tb927.8.8120	
Tb927.8.8170	Tb927.8.8170:mRNA	RNA editing mediator complex protein 5	Tb927.8.8170	
Tb927.8.820	Tb927.8.820:mRNA	VID27 cytoplasmic protein, putative	Tb927.8.820	
Tb927.8.8200	Tb927.8.8200:mRNA	Flagellar-associated protein 59, putative	Tb927.8.8200	
Tb927.8.8300	Tb927.8.8300:mRNA	amino acid transporter, putative	Tb927.8.8300	
Tb927.8.8310	Tb927.8.8310:mRNA	chaperone protein DnaJ, putative	Tb927.8.8310	
Tb927.8.8330	Tb927.8.8330:mRNA	cysteine peptidase, putative	Tb927.8.8330	
Tb927.8.870	Tb927.8.870:mRNA	CAMK/CAMKL family protein kinase, putative	Tb927.8.870	
Tb927.8.880	Tb927.8.880:mRNA	hypothetical protein	Tb927.8.880	
Tb927.8.890	Tb927.8.890:mRNA	Ras-related protein Rab1A	Tb927.8.890	
Tb927.8.900	Tb927.8.900:mRNA	splicing factor TSR1	Tb927.8.900	
Tb927.8.920	Tb927.8.920:mRNA	ubiquitin-conjugating enzyme E2, putative	Tb927.8.920	
Tb927.8.940	Tb927.8.940:mRNA	Flagella connector protein 1	Tb927.8.940	
Tb927.8.980	Tb927.8.980:mRNA	phosphoacetylglucosamine mutase	Tb927.8.980	
Tb927.8.990	Tb927.8.990:mRNA	RNA-binding protein 33 (RNA-binding motif protein 33)	Tb927.8.990	
Tb927.9.10000	Tb927.9.10000:mRNA	hypothetical protein, conserved	Tb09.211.1540	
Tb927.9.10010	Tb927.9.10010:mRNA	chaperone protein DnaJ, putative	Tb09.211.1550	
Tb927.9.10060	Tb927.9.10060:mRNA	hypothetical protein, conserved	Tb09.211.1590	
Tb927.9.10080	Tb927.9.10080:mRNA	phosphatidylserine decarboxylase, putative	Tb09.211.1610	
Tb927.9.10100	Tb927.9.10100:mRNA	Mitochondrial processome subunit 1	Tb09.211.1620	
Tb927.9.10160	Tb927.9.10160:mRNA	MICOS complex subunit MIC60	Tb09.211.1650	
Tb927.9.10230	Tb927.9.10230:mRNA	Co-chaperone protein P23	Tb09.211.1690	
Tb927.9.10310	Tb927.9.10310:mRNA	mitochondrial carrier protein 11	Tb09.211.1750	
Tb927.9.10350	Tb927.9.10350:mRNA	Snf7, putative	Tb09.211.1770	
Tb927.9.10370	Tb927.9.10370:mRNA	TAX-1	Tb09.211.1790	
Tb927.9.10400	Tb927.9.10400:mRNA	hypothetical protein, conserved	Tb09.211.1800	
Tb927.9.10430	Tb927.9.10430:mRNA	Zinc-binding domain containing protein, putative	Tb09.211.1810	
Tb927.9.10440	Tb927.9.10440:mRNA	DNA polymerase epsilon catalytic subunit, putative	Tb09.211.1820	
Tb927.9.10470	Tb927.9.10470:mRNA	hypothetical protein, conserved	Tb09.211.1850	
Tb927.9.10490	Tb927.9.10490:mRNA	Component of motile flagella 56	Tb09.211.1870	
Tb927.9.10520	Tb927.9.10520:mRNA	hypothetical protein, conserved	Tb09.211.1900	
Tb927.9.10530	Tb927.9.10530:mRNA	Flagellum attachment zone protein 4	Tb09.211.1910	
Tb927.9.10550	Tb927.9.10550:mRNA	Spindle assembly abnormal protein 6 homolog	Tb09.211.1930	
Tb927.9.10560	Tb927.9.10560:mRNA	Archaic Translocase of outer membrane 19 kDa subunit	Tb09.211.1940	
Tb927.9.10570	Tb927.9.10570:mRNA	predicted zinc finger protein	Tb09.211.1950	
Tb927.9.10580	Tb927.9.10580:mRNA	3-demethylubiquinone-9 3-methyltransferase, putative	Tb09.211.1960	
Tb927.9.10630	Tb927.9.10630:mRNA	hypothetical protein, conserved	Tb09.211.2010	
Tb927.9.10640	Tb927.9.10640:mRNA	synaptojanin (N-terminal domain), putative	Tb09.211.2020	
Tb927.9.10710	Tb927.9.10710:mRNA	hsp70 subfamily B suppressor 1	Tb09.211.2110	
Tb927.9.10770	Tb927.9.10770:mRNA	polyadenylate-binding protein 2	Tb09.211.2150	
Tb927.9.10790	Tb927.9.10790:mRNA	hypothetical protein	Tb09.211.2160	
Tb927.9.10870	Tb927.9.10870:mRNA	hypothetical protein, conserved	Tb09.211.2220	
Tb927.9.10880	Tb927.9.10880:mRNA	hypothetical protein, conserved	Tb09.211.2230	
Tb927.9.10890	Tb927.9.10890:mRNA	Regulatory subunit of type II PKA R-subunit, putative	Tb09.211.2250	
Tb927.9.10920	Tb927.9.10920:mRNA	kinetoplastid kinetochore protein 3	Tb09.211.2260	
Tb927.9.11000	Tb927.9.11000:mRNA	ras-related protein RAB7, putative	Tb09.211.2330	
Tb927.9.11030	Tb927.9.11030:mRNA	cAMP-dependent protein kinase catalytic subunit 2	Tb09.211.2360	
Tb927.9.11050	Tb927.9.11050:mRNA	4E-interacting protein, putative	Tb09.211.2380	
Tb927.9.11110	Tb927.9.11110:mRNA	U5 snRNA-associated splicing factor	Tb09.211.2420	
Tb927.9.11140	Tb927.9.11140:mRNA	hypothetical protein, conserved	Tb09.211.2450	
Tb927.9.11220	Tb927.9.11220:mRNA	tRNA import complex component, putative	Tb09.211.2530	
Tb927.9.11250	Tb927.9.11250:mRNA	predicted WD40 repeat protein	Tb09.211.2550	
Tb927.9.11260	Tb927.9.11260:mRNA	nucleoside diphosphate kinase, putative	Tb09.211.2560	
Tb927.9.11270	Tb927.9.11270:mRNA	t- complex protein 1 (eta subunit), putative	Tb09.211.2570	
Tb927.9.11380	Tb927.9.11380:mRNA	60S ribosomal protein L23, putative	Tb09.211.2630	
Tb927.9.11490	Tb927.9.11490:mRNA	60S ribosomal protein L29	Tb09.211.2650	
Tb927.9.11540	Tb927.9.11540:mRNA	hypothetical protein, conserved	Tb09.211.2700	
Tb927.9.11580	Tb927.9.11580:mRNA	glycosomal membrane protein	Tb09.211.2730	
Tb927.9.11600	Tb927.9.11600:mRNA	glycosomal membrane protein	Tb09.211.2740	
Tb927.9.11640	Tb927.9.11640:mRNA	hypothetical protein, conserved	Tb09.211.2750	
Tb927.9.11660	Tb927.9.11660:mRNA	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative	Tb09.211.2780	
Tb927.9.11720	Tb927.9.11720:mRNA	Iron-sulfur cluster assembly protein	Tb09.211.2830	
Tb927.9.11770	Tb927.9.11770:mRNA	Fusaric acid resistance protein-like, putative	Tb09.211.2880	
Tb927.9.11820	Tb927.9.11820:mRNA	CRAL/TRIO domain containing protein, putative	Tb09.211.2940	
Tb927.9.11840	Tb927.9.11840:mRNA	pre-rRNA-processing protein PNO1, putative	Tb09.211.2960	
Tb927.9.11850	Tb927.9.11850:mRNA	structural maintenance of chromosome 1, putative	Tb09.211.2970	
Tb927.9.11870	Tb927.9.11870:mRNA	zinc finger protein, putative	Tb09.211.2990	
Tb927.9.11880	Tb927.9.11880:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb09.211.3000	
Tb927.9.11910	Tb927.9.11910:mRNA	peroxidase, putative	Tb09.211.3030	
Tb927.9.11940	Tb927.9.11940:mRNA	replication factor A protein 3, putative	Tb09.211.3050	
Tb927.9.12070	Tb927.9.12070:mRNA	hypothetical protein, conserved	Tb09.211.3140	
Tb927.9.12090	Tb927.9.12090:mRNA	Putative death-receptor fusion protein (DUF2428), putative	Tb09.211.3160	
Tb927.9.12110	Tb927.9.12110:mRNA	6-phosphogluconate dehydrogenase, decarboxylating	Tb09.211.3180	
Tb927.9.12150	Tb927.9.12150:mRNA	transport protein particle (TRAPP) subunit, putative	Tb09.211.3210	
Tb927.9.12170	Tb927.9.12170:mRNA	leucine-rich repeat protein (LRRP), putative	Tb09.211.3240	
Tb927.9.12200	Tb927.9.12200:mRNA	60S ribosomal subunit protein L31, putative	Tb09.211.3270	
Tb927.9.12280	Tb927.9.12280:mRNA	hypothetical protein, conserved	Tb09.211.3290	
Tb927.9.12290	Tb927.9.12290:mRNA	Peroxin 19	Tb09.211.3300	
Tb927.9.12300	Tb927.9.12300:mRNA	replication factor C, subunit 3, putative	Tb09.211.3310	
Tb927.9.12320	Tb927.9.12320:mRNA	cystathione gamma lyase, putative	Tb09.211.3330	
Tb927.9.12360	Tb927.9.12360:mRNA	RNA-binding protein, putative	Tb09.211.3370	
Tb927.9.12480	Tb927.9.12480:mRNA	dynein light chain type 1, putative	Tb09.211.3470	
Tb927.9.12500	Tb927.9.12500:mRNA	Present in the outer mitochondrial membrane proteome 7	Tb09.211.3500	
Tb927.9.12510	Tb927.9.12510:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb09.211.3510	
Tb927.9.12570	Tb927.9.12570:mRNA	glycerol kinase, glycosomal	Tb09.211.3550	
Tb927.9.12650	Tb927.9.12650:mRNA	ubiquitin-activating enzyme E1, putative	Tb09.211.3610	
Tb927.9.12700	Tb927.9.12700:mRNA	phospholipase A1, putative	Tb09.211.3650	
Tb927.9.12730	Tb927.9.12730:mRNA	chaperone protein DnaJ, putative	Tb09.211.3680	
Tb927.9.12770	Tb927.9.12770:mRNA	Kinetoplast polyadenylation factor 3	Tb09.211.3720	
